area,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,TOTAL 2001-2017
Mexico_Michoacán_Venustiano Carranza,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
Mexico_Michoacán_Villamar,4,2,0,12,7,6,10,13,12,6,15,8,12,3,0,1,0,112
Mexico_Michoacán_Vista Hermosa,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,5
Mexico_Michoacán_Yurécuaro,0,2,0,0,1,5,3,5,15,8,17,10,0,2,0,0,0,69
Mexico_Michoacán_Zacapu,10,5,10,36,4,34,178,134,120,73,182,88,358,306,118,441,403,"2,498"
Mexico_Michoacán_Zamora,3,3,2,3,5,1,3,3,2,3,3,4,1,0,0,0,0,34
Mexico_Michoacán_Zinapécuaro,400,13,7,25,21,5,38,24,189,74,183,110,39,65,85,130,98,"1,508"
Mexico_Michoacán_Zináparo,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,7
Mexico_Michoacán_Ziracuaretiro,1,11,11,55,85,166,134,64,7,69,35,15,13,15,31,64,30,807
Mexico_Michoacán_Zirándaro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_Michoacán_Zitácuaro,260,52,12,43,40,20,49,21,83,38,29,40,45,50,28,43,30,884
Mexico_Michoacán_Álvaro Obregón,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,5
Mexico_Morelos_Amacuzac,0,0,1,0,1,2,1,1,1,1,0,4,2,1,1,1,0,15
Mexico_Morelos_Atlatlahucan,5,0,1,2,2,1,2,0,5,2,5,3,2,1,1,2,4,38
Mexico_Morelos_Axochiapan,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,1,6
Mexico_Morelos_Ayala,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4
Mexico_Morelos_Coatlán del Río,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,6
Mexico_Morelos_Cuautla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_Morelos_Cuernavaca,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
Mexico_Morelos_Emiliano Zapata,0,1,2,0,2,1,1,1,0,0,1,3,1,4,0,0,0,18
Mexico_Morelos_Huitzilac,5,1,1,0,2,0,1,1,1,1,2,2,2,1,0,1,1,21
Mexico_Morelos_Jantetelco,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3
Mexico_Morelos_Jiutepec,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
Mexico_Morelos_Jojutla,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Mexico_Morelos_Jonacatepec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_Morelos_Mazatepec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_Morelos_Miacatlán,0,0,0,3,2,2,0,1,2,1,0,1,1,1,0,0,0,15
Mexico_Morelos_Ocuituco,9,2,1,3,2,1,2,2,3,0,6,4,1,3,1,1,17,58
Mexico_Morelos_Puente de Ixtla,1,1,0,2,0,1,1,0,0,1,0,0,4,1,0,0,1,14
Mexico_Morelos_Temixco,0,2,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,7
Mexico_Morelos_Temoac,1,0,1,1,0,0,1,1,0,1,2,2,0,0,0,0,0,11
Mexico_Morelos_Tepalcingo,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,4
Mexico_Morelos_Tepoztlán,3,1,1,1,0,2,0,1,1,1,1,1,2,3,2,2,1,22
Mexico_Morelos_Tetecala,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
Mexico_Morelos_Tetela del Volcán,20,0,133,1,13,1,1,2,3,3,6,3,1,0,0,2,16,205
Mexico_Morelos_Tlalnepantla,31,2,8,4,2,2,3,4,4,4,5,3,4,13,6,1,4,99
Mexico_Morelos_Tlaltizapán,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,4
Mexico_Morelos_Tlaquiltenango,0,0,0,0,0,0,1,1,0,1,1,1,1,2,2,0,0,11
Mexico_Morelos_Tlayacapan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mexico_Morelos_Totolapan,2,0,2,1,1,1,1,0,1,1,0,2,2,1,0,0,0,14
Mexico_Morelos_Xochitepec,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,7
Mexico_Morelos_Yautepec,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
Mexico_Morelos_Yecapixtla,9,1,1,6,5,3,4,3,5,3,8,5,2,3,1,3,2,66
Mexico_Morelos_Zacatepec de Hidalgo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mexico_Morelos_Zacualpan,1,0,1,0,1,0,0,0,3,2,2,2,2,16,3,12,4,48
Mexico_México_Acambay,14,0,1,2,2,0,1,1,2,2,1,0,2,1,1,4,1,35
Mexico_México_Acolman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_México_Aculco,22,0,1,1,1,1,2,0,0,2,1,1,3,0,0,0,0,35
Mexico_México_Almoloya de Alquisiras,0,0,0,1,0,0,2,0,2,0,1,4,6,1,1,4,1,25
Mexico_México_Almoloya de Juárez,0,0,0,1,0,1,1,0,1,1,2,1,0,3,0,0,0,13
Mexico_México_Almoloya del Río,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,11
Mexico_México_Amanalco,17,1,0,4,4,2,0,2,4,8,2,2,1,4,1,5,1,58
Mexico_México_Amatepec,5,4,1,4,5,2,4,3,4,8,5,21,37,29,6,33,2,172
Mexico_México_Amecameca,7,1,7,3,1,1,1,1,3,1,4,2,0,0,0,0,4,35
Mexico_México_Apaxco,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
Mexico_México_Atenco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_México_Atizapán,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_México_Atizapán de Zaragoza,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,4
Mexico_México_Atlacomulco,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,5
Mexico_México_Atlautla,7,0,7,5,3,4,2,1,7,3,6,5,0,0,0,0,26,77
Mexico_México_Axapusco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mexico_México_Ayapango,2,0,3,1,1,0,1,0,1,1,0,1,0,0,0,0,0,12
Mexico_México_Calimaya,3,0,1,7,2,2,4,1,3,2,2,5,14,19,2,6,13,86
Mexico_México_Capulhuac,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5
Mexico_México_Chalco,13,0,3,4,2,1,1,0,5,1,5,1,12,1,0,0,1,50
Mexico_México_Chapa de Mota,6,0,0,1,0,1,1,0,1,2,1,1,3,2,0,0,0,19
Mexico_México_Chapultepec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_México_Chiautla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_México_Chicoloapan,2,0,0,0,2,0,0,0,1,0,1,0,1,0,0,0,0,8
Mexico_México_Chiconcuac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_México_Chimalhuacán,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_México_Coacalco de Berriozábal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Mexico_México_Coatepec Harinas,2,0,0,4,1,0,2,5,2,2,5,8,15,8,4,6,14,79
Mexico_México_Cocotitlán,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,7
Mexico_México_Coyotepec,9,6,2,1,2,1,2,1,2,11,1,0,0,0,0,0,0,38
Mexico_México_Cuautitlán,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
Mexico_México_Cuautitlán Izcalli,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
Mexico_México_Donato Guerra,35,1,1,3,33,1,3,4,4,7,2,4,7,18,2,4,5,133
Mexico_México_Ecatepec de Morelos,0,0,0,0,0,0,0,0,0,8,4,1,0,0,0,2,0,15
Mexico_México_Ecatzingo,10,1,1,1,1,1,0,1,1,1,4,2,1,0,0,0,7,33
Mexico_México_El Oro,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,5
Mexico_México_Huehuetoca,1,1,0,1,1,1,0,1,2,6,1,1,0,0,0,0,0,14
Mexico_México_Hueypoxtla,2,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,7
Mexico_México_Huixquilucan,0,0,0,2,0,1,0,0,0,1,1,1,1,0,0,2,7,18
Mexico_México_Isidro Fabela,1,1,0,1,0,3,1,1,1,1,1,0,2,0,0,1,2,15
Mexico_México_Ixtapaluca,5,0,2,5,3,2,3,8,2,8,6,0,2,1,1,2,18,67
Mexico_México_Ixtapan de la Sal,7,0,1,2,3,0,1,2,2,1,1,9,0,2,0,0,1,33
Mexico_México_Ixtapan del Oro,1,0,1,0,1,0,1,2,1,1,0,1,35,9,2,2,0,56
Mexico_México_Ixtlahuaca,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,6
Mexico_México_Jalatlaco,46,33,47,28,21,12,0,3,10,4,13,3,10,0,0,7,21,258
Mexico_México_Jaltenco,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Mexico_México_Jilotepec,13,1,1,3,0,1,2,1,0,3,1,1,1,0,0,0,0,28
Mexico_México_Jilotzingo,0,0,0,0,1,1,2,1,2,1,1,2,1,1,1,0,1,14
Mexico_México_Jiquipilco,4,1,0,7,1,77,1,2,2,6,2,1,3,0,1,1,0,110
Mexico_México_Jocotitlán,2,0,0,1,0,1,1,0,0,0,1,0,0,0,0,7,3,16
Mexico_México_Joquicingo,2,0,16,8,3,1,1,1,1,2,1,5,1,2,0,1,0,44
Mexico_México_Juchitepec,3,0,4,2,1,1,1,1,2,0,1,2,0,1,0,0,0,17
Mexico_México_La Paz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_México_Lerma,2,0,3,2,1,2,2,0,2,2,2,4,3,2,21,8,4,61
Mexico_México_Malinalco,0,0,1,3,1,2,0,2,2,2,1,1,0,1,1,1,0,20
Mexico_México_Melchor Ocampo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mexico_México_Metepec,0,0,0,0,0,0,0,1,1,0,3,0,1,0,0,0,0,7
Mexico_México_Mexicaltzingo,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
Mexico_México_Morelos,0,1,0,1,1,2,1,3,2,1,1,2,1,2,2,0,5,24
Mexico_México_Naucalpan de Juárez,1,0,1,1,2,3,3,4,0,1,6,1,3,4,6,8,6,51
Mexico_México_Nextlalpan,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21
Mexico_México_Nezahualcóyotl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_México_Nicolás Romero,3,2,3,10,26,25,6,4,4,13,7,6,6,2,1,1,36,156
Mexico_México_Nopaltepec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Mexico_México_Ocoyoacac,5,1,6,7,5,0,0,1,1,0,3,1,1,0,0,0,1,31
Mexico_México_Ocuilan,6,0,1,2,3,3,2,3,3,8,5,7,7,8,7,6,30,103
Mexico_México_Otumba,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,2,8
Mexico_México_Otzoloapan,2,3,0,1,1,2,2,2,2,1,1,5,24,20,3,13,0,81
Mexico_México_Otzolotepec,1,0,1,2,1,0,1,3,1,1,0,0,2,1,1,1,1,17
Mexico_México_Ozumba,4,0,2,2,1,0,0,0,3,4,4,2,0,0,0,0,1,24
Mexico_México_Papalotla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Mexico_México_Polotitlán,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Mexico_México_Rayón,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8
Mexico_México_San Antonio La Isla,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
Mexico_México_San Felipe del Progreso,106,3,5,5,8,7,22,4,30,17,15,4,6,2,15,1,2,253
Mexico_México_San Martín de las Piráámides,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_México_San Mateo Atenco,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,7
Mexico_México_San Simón de Guerrero,0,0,1,1,1,0,2,0,2,1,1,2,15,6,1,8,3,45
Mexico_México_Santo Tomás,3,0,2,2,1,2,4,2,3,2,1,10,25,35,3,5,1,99
Mexico_México_Soyaniquilpan de Juárez,17,0,0,1,0,0,2,1,1,3,0,0,0,0,0,0,0,26
Mexico_México_Sultepec,12,1,3,5,6,1,3,10,12,11,10,14,29,14,15,12,3,163
Mexico_México_Tecámac,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mexico_México_Tejupilco,2,8,4,8,8,2,9,8,10,8,3,22,30,33,14,34,1,204
Mexico_México_Temamatla,10,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,16
Mexico_México_Temascalapa,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mexico_México_Temascalcingo,2,0,0,0,0,0,0,0,1,0,1,6,1,0,0,0,0,12
Mexico_México_Temascaltepec,60,10,23,32,30,20,10,11,67,13,19,21,43,18,6,23,22,428
Mexico_México_Temoaya,1,0,1,1,1,1,1,1,0,0,0,0,12,1,1,1,0,24
Mexico_México_Tenancingo,3,1,2,3,5,1,3,3,9,5,7,8,8,8,5,9,13,92
Mexico_México_Tenango del Aire,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
Mexico_México_Tenango del Valle,1,0,1,2,3,2,1,1,3,2,2,4,8,5,4,5,5,48
Mexico_México_Teoloyucán,12,1,0,1,1,0,1,0,2,6,0,0,0,0,0,0,0,24
Mexico_México_Teotihuacán,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_México_Tepetlaoxtoc,0,0,0,1,0,0,0,0,0,1,2,0,5,1,0,2,50,62
Mexico_México_Tepetlixpa,8,1,7,3,4,2,2,1,7,3,8,1,0,1,0,0,0,50
Mexico_México_Tepotzotlán,2,1,1,1,1,1,2,1,1,2,0,1,0,0,0,0,0,15
Mexico_México_Tequixquiac,4,2,1,1,3,0,3,1,0,3,0,0,0,0,0,0,0,17
Mexico_México_Texcaltitlán,5,1,2,7,6,4,4,2,9,3,3,39,25,7,3,15,10,146
Mexico_México_Texcalyacac,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,7
Mexico_México_Texcoco,3,1,2,9,3,10,3,2,2,6,12,4,8,1,0,4,154,226
Mexico_México_Tezoyuca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Mexico_México_Tianguistenco,48,3,12,6,13,4,2,5,15,3,6,6,2,3,2,6,12,149
Mexico_México_Timilpan,11,1,0,1,1,6,3,1,0,1,0,2,1,0,0,0,1,29
Mexico_México_Tlalmanalco,2,0,1,1,1,0,1,1,1,0,1,1,5,0,0,1,6,22
Mexico_México_Tlalnepantla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Mexico_México_Tlatlaya,3,1,0,3,5,1,18,1,9,11,9,25,25,16,9,44,1,181
Mexico_México_Toluca,5,1,3,4,2,3,1,2,6,2,2,1,6,0,0,0,2,38
Mexico_México_Tonatico,2,0,0,1,2,1,1,1,0,0,1,2,1,1,1,1,0,15
Mexico_México_Tultepec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_México_Tultitlán,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11
Mexico_México_Valle de Bravo,16,4,1,12,28,14,18,130,35,53,26,55,41,49,25,87,28,621
Mexico_México_Villa Guerrero,6,3,1,8,4,2,5,3,5,3,2,12,20,13,7,7,6,108
Mexico_México_Villa Victoria,38,1,1,4,5,14,9,4,3,2,1,1,0,0,8,2,12,106
Mexico_México_Villa de Allende,16,0,1,1,0,2,2,2,4,3,0,2,1,11,19,33,17,115
Mexico_México_Villa del Carbón,4,5,1,5,1,17,2,3,4,15,5,3,7,3,7,1,44,128
Mexico_México_Xonacatlán,0,0,0,1,0,1,0,1,1,1,2,0,1,3,3,8,7,30
Mexico_México_Zacazonapan,0,0,0,0,0,0,0,0,0,1,0,1,3,4,0,0,0,9
Mexico_México_Zacualpan,31,2,11,9,5,4,12,5,8,5,13,28,27,13,2,5,4,182
Mexico_México_Zinacatepec,2,1,1,2,1,0,1,1,1,0,1,0,0,0,0,0,0,13
Mexico_México_Zumpahuacan,1,0,0,1,2,4,6,9,13,13,2,2,5,3,4,2,1,67
Mexico_México_Zumpango,20,1,1,1,0,0,0,0,1,4,0,0,0,0,0,0,0,29
Mexico_Nayarit_Acaponeta,51,12,12,41,200,145,14,29,39,37,14,30,89,84,76,101,111,"1,088"
Mexico_Nayarit_Ahuacatlán,15,1,20,10,24,5,9,5,3,11,3,33,22,8,10,22,5,207
Mexico_Nayarit_Amatlán de Cañas,15,4,8,5,33,20,21,4,8,17,12,43,8,5,2,1,3,209
Mexico_Nayarit_Compostela,83,76,84,140,147,141,208,109,79,163,77,224,326,255,191,236,395,"2,934"
Mexico_Nayarit_El Nayar,20,45,56,61,96,83,114,101,74,114,93,174,193,171,108,105,76,"1,684"
Mexico_Nayarit_Huajicori,52,32,14,32,356,159,11,22,27,78,19,38,96,49,61,58,42,"1,144"
Mexico_Nayarit_Ixtlán del Río,3,1,3,4,5,1,1,0,0,1,0,4,17,1,2,4,2,49
Mexico_Nayarit_Jala,0,0,6,2,3,0,0,2,2,5,4,4,7,4,1,7,1,48
Mexico_Nayarit_La Yesca,7,23,43,25,63,10,37,32,26,28,12,111,67,40,7,13,4,548
Mexico_Nayarit_N/A,161,56,0,1,79,25,0,1,17,4,4,4,51,2,0,0,0,405
Mexico_Nayarit_Rosamorada,28,61,59,112,88,78,143,139,94,76,77,175,349,135,145,139,181,"2,078"
Mexico_Nayarit_Ruíz,13,30,15,21,31,9,62,32,13,18,16,59,130,81,71,77,87,767
Mexico_Nayarit_San Blas,31,110,116,46,95,39,129,79,74,88,39,146,345,382,320,372,559,"2,970"
Mexico_Nayarit_San Pedro Lagunillas,1,1,4,1,3,1,8,2,1,2,1,8,17,6,4,1,0,62
Mexico_Nayarit_Santa María del Oro,3,11,12,6,3,5,8,16,5,13,5,16,30,13,9,11,16,183
Mexico_Nayarit_Santiago Ixcuintla,30,34,40,16,22,18,59,57,42,52,34,85,130,129,112,163,107,"1,131"
Mexico_Nayarit_Tecuala,25,1,3,9,42,35,5,13,22,6,7,14,80,59,104,18,51,493
Mexico_Nayarit_Tepic,13,67,34,26,52,51,73,87,68,69,45,173,240,185,160,207,229,"1,779"
Mexico_Nayarit_Tuxpan,2,3,5,0,3,1,4,3,3,1,2,1,20,12,0,0,2,62
Mexico_Nayarit_Xalisco,10,19,15,27,20,34,32,53,37,41,15,39,35,23,25,29,37,492
Mexico_Nuevo León_Abasolo,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4
Mexico_Nuevo León_Agualeguas,63,55,20,71,61,124,203,39,152,79,168,66,30,55,28,16,58,"1,290"
Mexico_Nuevo León_Allende,188,244,107,262,130,151,179,182,188,156,60,56,9,40,28,22,49,"2,051"
Mexico_Nuevo León_Anáhuac,212,155,237,68,149,29,96,74,20,363,71,27,2,21,25,7,1,"1,556"
Mexico_Nuevo León_Apodaca,43,73,13,36,32,30,43,62,36,52,24,32,13,11,13,19,9,542
Mexico_Nuevo León_Aramberri,58,55,52,606,105,108,96,86,202,134,157,32,44,43,23,33,2,"1,836"
Mexico_Nuevo León_Bustamante,1,8,4,2,1,0,2,0,1,2,0,2,1,2,1,0,0,28
Mexico_Nuevo León_Cadereyta Jiménez,179,229,211,226,175,199,174,572,322,545,299,148,47,93,94,62,67,"3,641"
Mexico_Nuevo León_Carmen,1,12,4,8,5,6,1,0,1,6,0,3,0,1,0,0,0,48
Mexico_Nuevo León_Cerralvo,30,23,35,29,40,58,18,40,69,84,41,71,25,45,42,37,83,770
Mexico_Nuevo León_China,109,112,177,152,96,156,239,285,133,131,74,119,18,14,15,63,19,"1,913"
Mexico_Nuevo León_Ciénega de Flores,0,0,0,0,0,0,1,0,1,0,2,0,0,0,1,0,1,8
Mexico_Nuevo León_Doctor Arroyo,4,4,2,5,2,7,2,1,1,11,943,6,0,0,0,0,0,988
Mexico_Nuevo León_Doctor Coss,3,3,8,4,4,5,4,1,1,8,1,3,1,1,0,1,0,48
Mexico_Nuevo León_Doctor González,20,8,9,25,32,31,85,51,23,36,35,32,9,11,3,15,22,446
Mexico_Nuevo León_Galeana,63,87,25,21,12,74,789,55,6,119,654,36,37,8,1,12,1,"1,999"
Mexico_Nuevo León_García,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,6
Mexico_Nuevo León_General Bravo,20,85,41,44,192,42,75,76,31,29,36,32,8,10,3,10,14,749
Mexico_Nuevo León_General Escobedo,0,0,4,0,4,3,9,5,1,3,4,7,5,10,2,5,2,65
Mexico_Nuevo León_General Terán,140,490,279,551,239,367,478,661,500,621,315,380,172,252,162,235,258,"6,099"
Mexico_Nuevo León_General Treviño,11,7,3,4,6,12,7,2,3,4,3,4,1,1,1,0,2,71
Mexico_Nuevo León_General Zaragoza,34,9,7,19,33,13,4,16,28,16,75,3,68,15,0,0,3,342
Mexico_Nuevo León_General Zuazua,9,2,7,5,9,5,3,7,6,3,1,6,0,1,2,0,4,71
Mexico_Nuevo León_Guadalupe,4,21,18,10,20,29,11,11,6,13,12,1,1,5,4,5,0,174
Mexico_Nuevo León_Hidalgo,36,22,15,0,9,1,0,0,2,0,0,1,0,0,0,0,0,85
Mexico_Nuevo León_Higueras,5,18,5,9,17,4,8,12,21,5,13,4,4,1,1,0,1,128
Mexico_Nuevo León_Iturbide,3,12,4,71,18,21,9,12,11,28,11,16,46,6,1,0,0,270
Mexico_Nuevo León_Juárez,46,62,99,89,76,142,139,124,87,106,86,26,8,40,29,60,51,"1,271"
Mexico_Nuevo León_Lampazos de Naranjo,34,48,104,25,15,19,78,43,18,85,56,7,6,4,8,3,2,554
Mexico_Nuevo León_Linares,207,157,75,268,235,341,224,319,604,447,380,479,273,130,204,561,357,"5,260"
Mexico_Nuevo León_Los Aldamas,18,43,35,18,63,53,13,37,21,19,4,9,0,0,2,1,0,336
Mexico_Nuevo León_Los Herreras,11,45,15,6,22,20,13,40,21,15,13,22,3,5,16,3,19,289
Mexico_Nuevo León_Los Ramones,18,99,62,85,134,67,77,190,244,300,82,162,38,37,47,89,24,"1,756"
Mexico_Nuevo León_Marín,2,5,1,2,2,1,1,2,3,3,1,4,0,0,3,4,0,34
Mexico_Nuevo León_Melchor Ocampo,8,5,1,5,7,39,12,6,8,4,10,3,0,3,3,2,5,122
Mexico_Nuevo León_Mier y Noriega,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,7
Mexico_Nuevo León_Mina,9,11,9,2,3,1,1,2,4,5,40,0,3,6,0,0,0,96
Mexico_Nuevo León_Montemorelos,190,299,145,347,287,601,314,497,470,444,332,295,177,263,127,203,428,"5,419"
Mexico_Nuevo León_Monterrey,52,148,27,59,76,51,34,54,43,76,42,53,29,15,19,35,16,831
Mexico_Nuevo León_Parás,52,34,42,17,14,41,33,11,71,26,18,59,7,10,0,0,1,437
Mexico_Nuevo León_Pesquería,90,83,46,85,88,32,60,103,48,151,45,95,10,15,27,23,12,"1,012"
Mexico_Nuevo León_Rayones,22,25,2,4,5,7,4,14,5,50,14,13,27,62,1,7,3,265
Mexico_Nuevo León_Sabinas Hidalgo,44,37,41,23,7,33,62,22,98,36,76,57,16,10,7,2,7,579
Mexico_Nuevo León_Salinas Victoria,18,23,42,10,119,3,26,15,21,22,58,6,7,8,0,5,12,394
Mexico_Nuevo León_San Nicolás de los Garza,29,26,23,22,27,18,27,25,26,7,11,12,8,18,15,25,11,329
Mexico_Nuevo León_San Pedro Garza García,0,2,0,1,0,4,8,14,3,7,1,1,2,0,1,0,2,47
Mexico_Nuevo León_Santa Catarina,4,35,10,6,7,8,9,14,5,57,3,12,5,6,3,10,11,205
Mexico_Nuevo León_Santiago,80,444,75,82,95,102,116,855,69,164,42,32,101,83,16,33,56,"2,443"
Mexico_Nuevo León_Vallecillo,97,96,35,56,47,45,103,48,90,28,33,82,15,10,2,5,4,797
Mexico_Nuevo León_Villaldama,18,9,33,9,28,2,23,11,81,5,13,9,3,7,1,1,6,258
Mexico_Oaxaca_Choapam,994,"1,305",699,471,"1,541",832,"1,282","1,117","1,820","1,242","2,975",749,"1,729","1,362","1,783","2,654","3,263","25,819"
Mexico_Oaxaca_Coixtlahuaca,11,0,0,7,5,3,1,1,1,2,0,3,65,1,0,0,0,100
Mexico_Oaxaca_Cuicatlan,171,131,102,90,385,118,270,136,221,339,260,287,407,335,465,"1,340","1,115","6,172"
Mexico_Oaxaca_Del Centro,6,1,2,1,3,2,2,2,3,2,2,2,1,4,0,0,0,33
Mexico_Oaxaca_Dist. Ejutla,11,12,8,15,36,8,11,14,11,7,8,14,14,5,2,36,3,216
Mexico_Oaxaca_Dist. Etla,101,82,87,155,446,169,193,101,73,111,37,180,66,55,38,123,45,"2,061"
Mexico_Oaxaca_Dist. Huajuapam,1,1,0,2,1,2,0,1,0,3,1,1,13,1,0,0,0,29
Mexico_Oaxaca_Dist. Ixtlan,248,185,107,196,278,122,238,219,360,386,259,416,438,430,469,873,"1,225","6,448"
Mexico_Oaxaca_Dist. Jamiltepec,842,679,303,613,571,777,"1,797","1,495","1,398",962,435,"1,308",955,"1,639","1,524","1,823","1,009","18,130"
Mexico_Oaxaca_Dist. Juchitan,"4,976","3,552","3,412","4,886","8,066","4,187","8,046","5,600","4,549","3,354","4,737","3,269","4,042","3,996","2,684","6,021","5,358","80,735"
Mexico_Oaxaca_Dist. Juquila,916,"1,205",344,666,590,877,"1,753","1,292","1,237","1,843",849,"1,044",892,"1,419","1,302","1,604","1,369","19,202"
Mexico_Oaxaca_Dist. Juxtlahuaca,14,5,13,10,8,32,27,55,33,46,23,38,63,60,43,69,60,598
Mexico_Oaxaca_Dist. Miahuatlan,103,139,141,105,216,138,208,190,225,170,124,151,160,142,82,350,"1,001","3,644"
Mexico_Oaxaca_Dist. Mixe,"2,202","1,949","1,651","1,765","3,425","2,564","3,261","3,033","2,576","2,082","3,057","2,501","3,365","2,311","1,883","4,541","5,784","47,952"
Mexico_Oaxaca_Dist. Nochixtlan,47,7,36,12,53,35,12,9,13,16,14,39,31,11,2,1,29,367
Mexico_Oaxaca_Dist. Ocotlan,50,10,3,8,20,13,2,6,4,11,9,8,1,1,0,0,1,147
Mexico_Oaxaca_Dist. Pochutla,502,"3,245",616,456,683,500,"1,164",642,790,"1,751",450,613,514,945,718,"1,291","1,711","16,592"
Mexico_Oaxaca_Dist. Putla,38,26,25,43,30,77,79,118,98,127,85,144,210,434,301,576,363,"2,773"
Mexico_Oaxaca_Dist. Silacayoapam,27,10,0,6,4,1,1,5,2,4,1,9,11,2,0,1,1,86
Mexico_Oaxaca_Dist. Sola de Vega,451,169,150,238,204,201,264,308,304,562,353,350,256,222,168,274,253,"4,727"
